3.000,0.340,0.178,0.884,0.330,0.543,0.092,0.397,0.000,0.000
3.000,0.354,0.332,0.867,0.458,0.469,0.097,0.378,0.000,0.459
3.000,0.652,0.518,0.980,0.168,0.292,0.000,0.520,0.000,0.000
3.000,0.428,0.411,0.917,0.112,0.563,0.010,0.448,0.000,0.000
3.000,0.373,0.288,0.899,0.318,0.493,0.098,0.430,0.000,0.000
3.000,0.342,0.317,0.854,0.302,0.565,0.084,0.403,0.000,0.000
3.000,0.348,0.375,0.852,0.308,0.498,0.084,0.412,0.000,0.000
3.000,0.648,0.472,0.945,0.090,0.344,0.018,0.540,0.000,0.000
3.000,0.426,0.394,0.857,0.383,0.389,0.093,0.430,0.000,0.000
3.000,0.439,0.389,0.844,0.417,0.371,0.092,0.433,0.000,0.243
3.000,0.462,0.362,0.839,0.389,0.408,0.090,0.456,0.000,0.000
3.000,0.528,0.411,0.889,0.143,0.500,0.026,0.443,0.068,0.649
3.000,0.706,0.498,0.950,0.193,0.266,0.037,0.475,0.000,1.000
5.000,0.257,0.469,0.673,1.000,0.000,0.271,0.056,1.000,0.000
5.000,0.515,0.268,0.465,0.489,0.507,0.097,0.597,0.000,0.000
5.000,0.668,0.000,0.430,0.396,0.643,0.093,0.793,0.000,0.000
5.000,0.550,0.254,0.000,0.424,0.699,0.061,0.781,0.000,0.000
5.000,0.355,0.288,0.000,0.480,0.723,0.156,0.607,0.000,0.000
5.000,0.808,0.380,0.000,0.402,0.422,0.052,0.872,0.000,0.000
5.000,0.130,0.313,0.000,0.857,0.107,1.000,0.196,0.000,0.000
5.000,0.133,0.310,0.000,0.850,0.147,1.000,0.192,0.000,0.000
5.000,0.647,0.306,0.083,0.380,0.634,0.021,0.748,0.000,0.757
6.000,0.509,0.468,0.601,0.396,0.449,0.000,0.530,0.000,0.000
6.000,0.530,0.435,0.606,0.280,0.520,0.000,0.556,0.000,0.000
6.000,0.460,0.540,0.563,0.414,0.451,0.000,0.490,0.000,0.000
6.000,0.475,0.482,0.550,0.427,0.504,0.000,0.498,0.000,0.000
6.000,0.119,0.531,0.437,0.389,0.844,0.000,0.277,0.000,0.000
6.000,0.516,0.491,0.000,0.561,0.516,0.000,0.698,0.000,0.000
6.000,0.550,0.556,0.000,0.084,0.650,0.000,0.741,0.000,0.000
6.000,0.000,1.000,0.000,0.016,1.000,0.000,0.156,0.000,0.000
7.000,0.010,0.419,0.804,0.474,0.529,0.283,0.000,0.541,0.000
7.000,0.466,0.518,0.819,0.601,0.246,0.235,0.046,0.741,0.000
7.000,0.773,0.380,0.839,0.293,0.451,0.097,0.435,0.000,0.000
7.000,0.729,0.603,0.553,0.551,0.067,0.122,0.554,0.000,0.000
7.000,0.805,0.750,0.460,0.318,0.098,0.050,0.407,0.764,0.000
7.000,0.314,0.602,0.000,0.651,0.614,0.000,0.426,0.291,0.243
7.000,0.277,0.490,0.000,0.745,0.634,0.013,0.466,0.277,0.135
7.000,0.284,0.447,0.000,0.701,0.605,0.023,0.510,0.368,0.027
7.000,0.318,0.627,0.000,0.692,0.572,0.008,0.435,0.241,0.000
7.000,0.257,0.602,0.000,0.664,0.694,0.000,0.379,0.255,0.000
7.000,0.323,0.617,0.000,0.617,0.618,0.000,0.420,0.305,0.000
